Date,Year,Month,Season,Region,Species,Count
2022/04/15,2022,4,Spring,DE-SH,Weißwangengans,500
2022/04/15,2022,4,Spring,DE-SH,Ringelgans,0
2022/04/15,2022,4,Spring,DE-SH,Knutt,3
2022/04/15,2022,4,Spring,DE-SH,Alpenstrandläufer,15
2022/04/16,2022,4,Spring,DE-SH,Ringelgans,60
2022/04/16,2022,4,Spring,DE-SH,Austernfischer,175
2022/04/16,2022,4,Spring,DE-SH,Weißwangengans,0
2022/04/17,2022,4,Spring,DE-SH,Austernfischer,1
2022/04/17,2022,4,Spring,DE-SH,Weißwangengans,600
2022/04/17,2022,4,Spring,DE-SH,Ringelgans,1
2022/04/17,2022,4,Spring,DE-SH,Alpenstrandläufer,200
2022/04/18,2022,4,Spring,DE-SH,Weißwangengans,0
2022/04/18,2022,4,Spring,DE-SH,Austernfischer,0
2022/04/18,2022,4,Spring,DE-SH,Ringelgans,30
2022/04/18,2022,4,Spring,DE-SH,Alpenstrandläufer,500
2022/04/19,2022,4,Spring,DE-SH,Weißwangengans,0
2022/04/19,2022,4,Spring,DE-SH,Austernfischer,10
2022/04/19,2022,4,Spring,DE-SH,Ringelgans,3
2022/04/19,2022,4,Spring,DE-SH,Knutt,1
2022/04/20,2022,4,Spring,DE-SH,Weißwangengans,1000
2022/04/20,2022,4,Spring,DE-SH,Knutt,1
2022/04/20,2022,4,Spring,DE-SH,Austernfischer,10
2022/04/20,2022,4,Spring,DE-SH,Alpenstrandläufer,3
2022/04/21,2022,4,Spring,DE-SH,Austernfischer,100
2022/04/21,2022,4,Spring,DE-SH,Ringelgans,150
2022/04/21,2022,4,Spring,DE-SH,Knutt,1
2022/04/21,2022,4,Spring,DE-SH,Alpenstrandläufer,50
2022/04/22,2022,4,Spring,DE-SH,Weißwangengans,550
2022/04/22,2022,4,Spring,DE-SH,Austernfischer,1
2022/04/22,2022,4,Spring,DE-SH,Alpenstrandläufer,15
2022/04/23,2022,4,Spring,DE-SH,Austernfischer,1
2022/04/23,2022,4,Spring,DE-SH,Weißwangengans,1000
2022/04/23,2022,4,Spring,DE-SH,Ringelgans,200
2022/04/23,2022,4,Spring,DE-SH,Knutt,6
2022/04/24,2022,4,Spring,DE-SH,Weißwangengans,0
2022/04/24,2022,4,Spring,DE-SH,Austernfischer,9
2022/04/24,2022,4,Spring,DE-SH,Ringelgans,1
2022/04/25,2022,4,Spring,DE-SH,Weißwangengans,200
2022/04/25,2022,4,Spring,DE-SH,Austernfischer,4
2022/04/25,2022,4,Spring,DE-SH,Ringelgans,19
2022/04/25,2022,4,Spring,DE-SH,Knutt,4
2022/04/25,2022,4,Spring,DE-SH,Alpenstrandläufer,469
2022/04/26,2022,4,Spring,DE-SH,Weißwangengans,1000
2022/04/26,2022,4,Spring,DE-SH,Austernfischer,30
2022/04/26,2022,4,Spring,DE-SH,Ringelgans,225
2022/04/27,2022,4,Spring,DE-SH,Weißwangengans,20
2022/04/27,2022,4,Spring,DE-SH,Austernfischer,2
2022/04/27,2022,4,Spring,DE-SH,Ringelgans,1
2022/04/27,2022,4,Spring,DE-SH,Knutt,300
2022/04/27,2022,4,Spring,DE-SH,Alpenstrandläufer,2000
2022/04/28,2022,4,Spring,DE-SH,Weißwangengans,400
2022/04/28,2022,4,Spring,DE-SH,Austernfischer,2
2022/04/28,2022,4,Spring,DE-SH,Ringelgans,1
2022/04/29,2022,4,Spring,DE-SH,Austernfischer,1
2022/04/30,2022,4,Spring,DE-SH,Weißwangengans,57
2022/04/30,2022,4,Spring,DE-SH,Austernfischer,4
2022/04/30,2022,4,Spring,DE-SH,Alpenstrandläufer,3
2022/05/01,2022,5,Spring,DE-SH,Ringelgans,150
2022/05/01,2022,5,Spring,DE-SH,Weißwangengans,12000
2022/05/01,2022,5,Spring,DE-SH,Austernfischer,100
2022/05/01,2022,5,Spring,DE-SH,Alpenstrandläufer,1000
2022/05/02,2022,5,Spring,DE-SH,Weißwangengans,700
2022/05/02,2022,5,Spring,DE-SH,Austernfischer,2
2022/05/02,2022,5,Spring,DE-SH,Alpenstrandläufer,1
2022/05/04,2022,5,Spring,DE-SH,Austernfischer,2
2022/05/04,2022,5,Spring,DE-SH,Weißwangengans,3000
2022/05/04,2022,5,Spring,DE-SH,Alpenstrandläufer,1
2022/05/05,2022,5,Spring,DE-SH,Ringelgans,1
2022/05/05,2022,5,Spring,DE-SH,Weißwangengans,1
2022/05/05,2022,5,Spring,DE-SH,Austernfischer,1
2022/05/05,2022,5,Spring,DE-SH,Knutt,1
2022/05/06,2022,5,Spring,DE-SH,Alpenstrandläufer,2
2022/05/06,2022,5,Spring,DE-SH,Ringelgans,1
2022/05/06,2022,5,Spring,DE-SH,Weißwangengans,880
2022/05/06,2022,5,Spring,DE-SH,Austernfischer,3
2022/05/06,2022,5,Spring,DE-SH,Knutt,150
2022/05/07,2022,5,Spring,DE-SH,Weißwangengans,800
2022/05/07,2022,5,Spring,DE-SH,Austernfischer,6
2022/05/07,2022,5,Spring,DE-SH,Alpenstrandläufer,1
2022/05/08,2022,5,Spring,DE-SH,Austernfischer,2
2022/05/08,2022,5,Spring,DE-SH,Weißwangengans,14
2022/05/09,2022,5,Spring,DE-SH,Austernfischer,0
2022/05/09,2022,5,Spring,DE-SH,Weißwangengans,3000
2022/05/10,2022,5,Spring,DE-SH,Austernfischer,1
2022/05/11,2022,5,Spring,DE-SH,Austernfischer,2
2022/05/11,2022,5,Spring,DE-SH,Ringelgans,1
2022/05/11,2022,5,Spring,DE-SH,Weißwangengans,200
2022/05/11,2022,5,Spring,DE-SH,Alpenstrandläufer,50
2022/05/12,2022,5,Spring,DE-SH,Weißwangengans,100
2022/05/12,2022,5,Spring,DE-SH,Austernfischer,2
2022/05/12,2022,5,Spring,DE-SH,Ringelgans,80
2022/05/12,2022,5,Spring,DE-SH,Alpenstrandläufer,0
2022/05/13,2022,5,Spring,DE-SH,Austernfischer,3
2022/05/13,2022,5,Spring,DE-SH,Weißwangengans,20
2022/05/13,2022,5,Spring,DE-SH,Alpenstrandläufer,2
2022/05/14,2022,5,Spring,DE-SH,Ringelgans,50
2022/05/14,2022,5,Spring,DE-SH,Austernfischer,3
2022/05/14,2022,5,Spring,DE-SH,Weißwangengans,100
2022/05/14,2022,5,Spring,DE-SH,Alpenstrandläufer,5
2022/05/15,2022,5,Spring,DE-SH,Weißwangengans,150
2022/05/15,2022,5,Spring,DE-SH,Austernfischer,2
2022/05/15,2022,5,Spring,DE-SH,Alpenstrandläufer,200
2022/05/15,2022,5,Spring,DE-SH,Knutt,120
2022/05/16,2022,5,Spring,DE-SH,Ringelgans,1400
2022/05/16,2022,5,Spring,DE-SH,Weißwangengans,10
2022/05/16,2022,5,Spring,DE-SH,Austernfischer,5
2022/05/16,2022,5,Spring,DE-SH,Knutt,50
2022/05/16,2022,5,Spring,DE-SH,Alpenstrandläufer,200
2022/05/17,2022,5,Spring,DE-SH,Weißwangengans,0
2022/05/17,2022,5,Spring,DE-SH,Austernfischer,2
2022/05/17,2022,5,Spring,DE-SH,Ringelgans,600
2022/05/17,2022,5,Spring,DE-SH,Knutt,400
2022/05/17,2022,5,Spring,DE-SH,Alpenstrandläufer,3000
2022/05/18,2022,5,Spring,DE-SH,Weißwangengans,90
2022/05/18,2022,5,Spring,DE-SH,Austernfischer,4
2022/05/18,2022,5,Spring,DE-SH,Alpenstrandläufer,20
2022/05/18,2022,5,Spring,DE-SH,Ringelgans,3
2022/05/19,2022,5,Spring,DE-SH,Austernfischer,3
2022/05/20,2022,5,Spring,DE-SH,Austernfischer,8
2022/05/20,2022,5,Spring,DE-SH,Weißwangengans,100
2022/05/20,2022,5,Spring,DE-SH,Ringelgans,250
2022/05/21,2022,5,Spring,DE-SH,Weißwangengans,1
2022/05/21,2022,5,Spring,DE-SH,Austernfischer,2
2022/05/21,2022,5,Spring,DE-SH,Ringelgans,1
2022/05/21,2022,5,Spring,DE-SH,Knutt,0
2022/05/21,2022,5,Spring,DE-SH,Alpenstrandläufer,0
2022/05/22,2022,5,Spring,DE-SH,Austernfischer,0
2022/05/22,2022,5,Spring,DE-SH,Ringelgans,18
2022/05/22,2022,5,Spring,DE-SH,Weißwangengans,2
2022/05/23,2022,5,Spring,DE-SH,Austernfischer,4
2022/05/24,2022,5,Spring,DE-SH,Ringelgans,100
2022/05/24,2022,5,Spring,DE-SH,Austernfischer,3
2022/05/24,2022,5,Spring,DE-SH,Knutt,30
2022/05/24,2022,5,Spring,DE-SH,Alpenstrandläufer,1
2022/05/25,2022,5,Spring,DE-SH,Austernfischer,1
2022/05/25,2022,5,Spring,DE-SH,Weißwangengans,2
2022/05/25,2022,5,Spring,DE-SH,Alpenstrandläufer,5
2022/05/25,2022,5,Spring,DE-SH,Ringelgans,9
2022/05/26,2022,5,Spring,DE-SH,Austernfischer,0
2022/05/26,2022,5,Spring,DE-SH,Alpenstrandläufer,0
2022/05/26,2022,5,Spring,DE-SH,Weißwangengans,0
2022/05/26,2022,5,Spring,DE-SH,Ringelgans,0
2022/05/27,2022,5,Spring,DE-SH,Alpenstrandläufer,2
2022/05/27,2022,5,Spring,DE-SH,Austernfischer,2
2022/05/27,2022,5,Spring,DE-SH,Weißwangengans,1
2022/05/28,2022,5,Spring,DE-SH,Austernfischer,0
2022/05/28,2022,5,Spring,DE-SH,Weißwangengans,1
2022/05/28,2022,5,Spring,DE-SH,Alpenstrandläufer,4
2022/05/28,2022,5,Spring,DE-SH,Ringelgans,20
2022/05/29,2022,5,Spring,DE-SH,Austernfischer,3
2022/05/29,2022,5,Spring,DE-SH,Knutt,1
2022/05/29,2022,5,Spring,DE-SH,Alpenstrandläufer,24
2022/05/29,2022,5,Spring,DE-SH,Ringelgans,0
2022/05/29,2022,5,Spring,DE-SH,Weißwangengans,1
2022/05/30,2022,5,Spring,DE-SH,Austernfischer,2
2022/05/30,2022,5,Spring,DE-SH,Weißwangengans,2
2022/05/31,2022,5,Spring,DE-SH,Austernfischer,7
2022/05/31,2022,5,Spring,DE-SH,Alpenstrandläufer,1
2022/09/01,2022,9,Autumn,DE-SH,Weißwangengans,0
2022/09/01,2022,9,Autumn,DE-SH,Austernfischer,0
2022/09/01,2022,9,Autumn,DE-SH,Knutt,0
2022/09/01,2022,9,Autumn,DE-SH,Alpenstrandläufer,0
2022/09/02,2022,9,Autumn,DE-SH,Alpenstrandläufer,1
2022/09/03,2022,9,Autumn,DE-SH,Knutt,0
2022/09/03,2022,9,Autumn,DE-SH,Alpenstrandläufer,0
2022/09/03,2022,9,Autumn,DE-SH,Austernfischer,2
2022/09/03,2022,9,Autumn,DE-SH,Weißwangengans,0
2022/09/04,2022,9,Autumn,DE-SH,Alpenstrandläufer,0
2022/09/05,2022,9,Autumn,DE-SH,Alpenstrandläufer,1
2022/09/05,2022,9,Autumn,DE-SH,Austernfischer,2
2022/09/05,2022,9,Autumn,DE-SH,Knutt,15
2022/09/06,2022,9,Autumn,DE-SH,Weißwangengans,0
2022/09/06,2022,9,Autumn,DE-SH,Austernfischer,0
2022/09/06,2022,9,Autumn,DE-SH,Knutt,0
2022/09/06,2022,9,Autumn,DE-SH,Alpenstrandläufer,0
2022/09/08,2022,9,Autumn,DE-SH,Austernfischer,10
2022/09/08,2022,9,Autumn,DE-SH,Alpenstrandläufer,200
2022/09/10,2022,9,Autumn,DE-SH,Weißwangengans,2
2022/09/11,2022,9,Autumn,DE-SH,Weißwangengans,79
2022/09/11,2022,9,Autumn,DE-SH,Austernfischer,4
2022/09/11,2022,9,Autumn,DE-SH,Knutt,8
2022/09/11,2022,9,Autumn,DE-SH,Alpenstrandläufer,6
2022/09/12,2022,9,Autumn,DE-SH,Alpenstrandläufer,10
2022/09/13,2022,9,Autumn,DE-SH,Austernfischer,200
2022/09/13,2022,9,Autumn,DE-SH,Alpenstrandläufer,100
2022/09/13,2022,9,Autumn,DE-SH,Knutt,5
2022/09/14,2022,9,Autumn,DE-SH,Alpenstrandläufer,0
2022/09/14,2022,9,Autumn,DE-SH,Austernfischer,0
2022/09/14,2022,9,Autumn,DE-SH,Weißwangengans,3
2022/09/15,2022,9,Autumn,DE-SH,Weißwangengans,100
2022/09/15,2022,9,Autumn,DE-SH,Austernfischer,4
2022/09/15,2022,9,Autumn,DE-SH,Alpenstrandläufer,100
2022/09/16,2022,9,Autumn,DE-SH,Austernfischer,5
2022/09/16,2022,9,Autumn,DE-SH,Alpenstrandläufer,20
2022/09/16,2022,9,Autumn,DE-SH,Ringelgans,9
2022/09/17,2022,9,Autumn,DE-SH,Austernfischer,0
2022/09/17,2022,9,Autumn,DE-SH,Alpenstrandläufer,19
2022/09/17,2022,9,Autumn,DE-SH,Knutt,7
2022/09/18,2022,9,Autumn,DE-SH,Ringelgans,1
2022/09/18,2022,9,Autumn,DE-SH,Austernfischer,0
2022/09/18,2022,9,Autumn,DE-SH,Weißwangengans,10
2022/09/18,2022,9,Autumn,DE-SH,Alpenstrandläufer,30
2022/09/18,2022,9,Autumn,DE-SH,Knutt,1
2022/09/19,2022,9,Autumn,DE-SH,Weißwangengans,46
2022/09/19,2022,9,Autumn,DE-SH,Austernfischer,0
2022/09/19,2022,9,Autumn,DE-SH,Knutt,2
2022/09/19,2022,9,Autumn,DE-SH,Alpenstrandläufer,200
2022/09/20,2022,9,Autumn,DE-SH,Knutt,2
2022/09/20,2022,9,Autumn,DE-SH,Alpenstrandläufer,280
2022/09/20,2022,9,Autumn,DE-SH,Austernfischer,1200
2022/09/20,2022,9,Autumn,DE-SH,Weißwangengans,150
2022/09/21,2022,9,Autumn,DE-SH,Austernfischer,6
2022/09/21,2022,9,Autumn,DE-SH,Alpenstrandläufer,5
2022/09/21,2022,9,Autumn,DE-SH,Ringelgans,4
2022/09/21,2022,9,Autumn,DE-SH,Weißwangengans,0
2022/09/21,2022,9,Autumn,DE-SH,Knutt,2
2022/09/22,2022,9,Autumn,DE-SH,Austernfischer,350
2022/09/22,2022,9,Autumn,DE-SH,Ringelgans,110
2022/09/22,2022,9,Autumn,DE-SH,Knutt,40
2022/09/22,2022,9,Autumn,DE-SH,Weißwangengans,50
2022/09/22,2022,9,Autumn,DE-SH,Alpenstrandläufer,150
2022/09/23,2022,9,Autumn,DE-SH,Knutt,10
2022/09/23,2022,9,Autumn,DE-SH,Austernfischer,0
2022/09/23,2022,9,Autumn,DE-SH,Alpenstrandläufer,0
2022/09/24,2022,9,Autumn,DE-SH,Weißwangengans,0
2022/09/24,2022,9,Autumn,DE-SH,Alpenstrandläufer,0
2022/09/24,2022,9,Autumn,DE-SH,Austernfischer,70
2022/09/25,2022,9,Autumn,DE-SH,Austernfischer,2
2022/09/25,2022,9,Autumn,DE-SH,Alpenstrandläufer,5
2022/09/25,2022,9,Autumn,DE-SH,Weißwangengans,0
2022/09/27,2022,9,Autumn,DE-SH,Austernfischer,2
2022/09/27,2022,9,Autumn,DE-SH,Alpenstrandläufer,20
2022/09/29,2022,9,Autumn,DE-SH,Ringelgans,45
2022/09/29,2022,9,Autumn,DE-SH,Austernfischer,2
2022/09/29,2022,9,Autumn,DE-SH,Knutt,1
2022/09/29,2022,9,Autumn,DE-SH,Alpenstrandläufer,10
2022/10/01,2022,10,Autumn,DE-SH,Alpenstrandläufer,6
2022/10/03,2022,10,Autumn,DE-SH,Knutt,1
2022/10/03,2022,10,Autumn,DE-SH,Weißwangengans,100
2022/10/03,2022,10,Autumn,DE-SH,Austernfischer,5
2022/10/03,2022,10,Autumn,DE-SH,Alpenstrandläufer,50
2022/10/03,2022,10,Autumn,DE-SH,Ringelgans,4
2022/10/04,2022,10,Autumn,DE-SH,Alpenstrandläufer,10
2022/10/06,2022,10,Autumn,DE-SH,Weißwangengans,1
2022/10/06,2022,10,Autumn,DE-SH,Ringelgans,4
2022/10/06,2022,10,Autumn,DE-SH,Austernfischer,100
2022/10/06,2022,10,Autumn,DE-SH,Alpenstrandläufer,2000
2022/10/07,2022,10,Autumn,DE-SH,Alpenstrandläufer,2
2022/10/07,2022,10,Autumn,DE-SH,Weißwangengans,200
2022/10/07,2022,10,Autumn,DE-SH,Austernfischer,3
2022/10/07,2022,10,Autumn,DE-SH,Knutt,1
2022/10/08,2022,10,Autumn,DE-SH,Weißwangengans,50
2022/10/08,2022,10,Autumn,DE-SH,Ringelgans,50
2022/10/08,2022,10,Autumn,DE-SH,Austernfischer,20
2022/10/08,2022,10,Autumn,DE-SH,Alpenstrandläufer,20
2022/10/08,2022,10,Autumn,DE-SH,Knutt,2
2022/10/09,2022,10,Autumn,DE-SH,Weißwangengans,900
2022/10/09,2022,10,Autumn,DE-SH,Austernfischer,1
2022/10/09,2022,10,Autumn,DE-SH,Ringelgans,12
2022/10/09,2022,10,Autumn,DE-SH,Alpenstrandläufer,150
2022/10/09,2022,10,Autumn,DE-SH,Knutt,1
2022/10/10,2022,10,Autumn,DE-SH,Ringelgans,6
2022/10/10,2022,10,Autumn,DE-SH,Austernfischer,5
2022/10/10,2022,10,Autumn,DE-SH,Knutt,1
2022/10/10,2022,10,Autumn,DE-SH,Alpenstrandläufer,5
2022/10/10,2022,10,Autumn,DE-SH,Weißwangengans,50
2022/10/11,2022,10,Autumn,DE-SH,Ringelgans,6
2022/10/11,2022,10,Autumn,DE-SH,Alpenstrandläufer,20
2022/10/11,2022,10,Autumn,DE-SH,Weißwangengans,1500
2022/10/11,2022,10,Autumn,DE-SH,Knutt,51
2022/10/11,2022,10,Autumn,DE-SH,Austernfischer,1
2022/10/12,2022,10,Autumn,DE-SH,Austernfischer,100
2022/10/12,2022,10,Autumn,DE-SH,Alpenstrandläufer,20
2022/10/12,2022,10,Autumn,DE-SH,Ringelgans,16
2022/10/12,2022,10,Autumn,DE-SH,Weißwangengans,2000
2022/10/13,2022,10,Autumn,DE-SH,Austernfischer,3
2022/10/13,2022,10,Autumn,DE-SH,Alpenstrandläufer,35
2022/10/13,2022,10,Autumn,DE-SH,Ringelgans,5
2022/10/13,2022,10,Autumn,DE-SH,Knutt,3
2022/10/14,2022,10,Autumn,DE-SH,Weißwangengans,75
2022/10/14,2022,10,Autumn,DE-SH,Austernfischer,3
2022/10/14,2022,10,Autumn,DE-SH,Alpenstrandläufer,1
2022/10/14,2022,10,Autumn,DE-SH,Ringelgans,5
2022/10/15,2022,10,Autumn,DE-SH,Weißwangengans,1
2022/10/15,2022,10,Autumn,DE-SH,Alpenstrandläufer,61
2022/10/15,2022,10,Autumn,DE-SH,Austernfischer,4
2022/10/16,2022,10,Autumn,DE-SH,Weißwangengans,30
2022/10/16,2022,10,Autumn,DE-SH,Alpenstrandläufer,5000
2022/10/16,2022,10,Autumn,DE-SH,Austernfischer,6
2022/10/17,2022,10,Autumn,DE-SH,Ringelgans,9
2022/10/17,2022,10,Autumn,DE-SH,Weißwangengans,0
2022/10/17,2022,10,Autumn,DE-SH,Alpenstrandläufer,0
2022/10/18,2022,10,Autumn,DE-SH,Austernfischer,1
2022/10/18,2022,10,Autumn,DE-SH,Ringelgans,50
2022/10/18,2022,10,Autumn,DE-SH,Weißwangengans,13
2022/10/18,2022,10,Autumn,DE-SH,Alpenstrandläufer,4
2022/10/19,2022,10,Autumn,DE-SH,Ringelgans,83
2022/10/19,2022,10,Autumn,DE-SH,Weißwangengans,1
2022/10/19,2022,10,Autumn,DE-SH,Austernfischer,3
2022/10/19,2022,10,Autumn,DE-SH,Alpenstrandläufer,20
2022/10/20,2022,10,Autumn,DE-SH,Weißwangengans,0
2022/10/20,2022,10,Autumn,DE-SH,Austernfischer,1
2022/10/20,2022,10,Autumn,DE-SH,Alpenstrandläufer,0
2022/10/20,2022,10,Autumn,DE-SH,Ringelgans,9
2022/10/21,2022,10,Autumn,DE-SH,Weißwangengans,85
2022/10/21,2022,10,Autumn,DE-SH,Alpenstrandläufer,1
2022/10/21,2022,10,Autumn,DE-SH,Austernfischer,4
2022/10/21,2022,10,Autumn,DE-SH,Knutt,1
2022/10/22,2022,10,Autumn,DE-SH,Weißwangengans,600
2022/10/22,2022,10,Autumn,DE-SH,Austernfischer,1
2022/10/22,2022,10,Autumn,DE-SH,Alpenstrandläufer,2
2022/10/23,2022,10,Autumn,DE-SH,Weißwangengans,1
2022/10/23,2022,10,Autumn,DE-SH,Austernfischer,1
2022/10/23,2022,10,Autumn,DE-SH,Alpenstrandläufer,250
2022/10/23,2022,10,Autumn,DE-SH,Ringelgans,1
2022/10/24,2022,10,Autumn,DE-SH,Ringelgans,5
2022/10/24,2022,10,Autumn,DE-SH,Austernfischer,3
2022/10/24,2022,10,Autumn,DE-SH,Alpenstrandläufer,8
2022/10/25,2022,10,Autumn,DE-SH,Ringelgans,15
2022/10/25,2022,10,Autumn,DE-SH,Weißwangengans,5500
2022/10/25,2022,10,Autumn,DE-SH,Austernfischer,4
2022/10/25,2022,10,Autumn,DE-SH,Alpenstrandläufer,500
2022/10/26,2022,10,Autumn,DE-SH,Ringelgans,14
2022/10/26,2022,10,Autumn,DE-SH,Weißwangengans,1
2022/10/26,2022,10,Autumn,DE-SH,Austernfischer,5
2022/10/26,2022,10,Autumn,DE-SH,Alpenstrandläufer,3
2022/10/27,2022,10,Autumn,DE-SH,Austernfischer,190
2022/10/27,2022,10,Autumn,DE-SH,Ringelgans,4
2022/10/27,2022,10,Autumn,DE-SH,Alpenstrandläufer,2
2022/10/27,2022,10,Autumn,DE-SH,Weißwangengans,100
2022/10/28,2022,10,Autumn,DE-SH,Ringelgans,20
2022/10/28,2022,10,Autumn,DE-SH,Weißwangengans,0
2022/10/28,2022,10,Autumn,DE-SH,Alpenstrandläufer,0
2022/10/29,2022,10,Autumn,DE-SH,Austernfischer,4
2022/10/29,2022,10,Autumn,DE-SH,Alpenstrandläufer,6
2022/10/29,2022,10,Autumn,DE-SH,Weißwangengans,1
2022/10/29,2022,10,Autumn,DE-SH,Ringelgans,0
2022/10/30,2022,10,Autumn,DE-SH,Weißwangengans,1
2022/10/30,2022,10,Autumn,DE-SH,Austernfischer,6
2022/10/30,2022,10,Autumn,DE-SH,Alpenstrandläufer,12
2022/10/30,2022,10,Autumn,DE-SH,Ringelgans,7
2022/10/31,2022,10,Autumn,DE-SH,Austernfischer,1
2022/10/31,2022,10,Autumn,DE-SH,Alpenstrandläufer,2
2022/10/31,2022,10,Autumn,DE-SH,Weißwangengans,1
2022/10/31,2022,10,Autumn,DE-SH,Ringelgans,15
2022/11/01,2022,11,Autumn,DE-SH,Ringelgans,25
2022/11/01,2022,11,Autumn,DE-SH,Austernfischer,170
2022/11/01,2022,11,Autumn,DE-SH,Alpenstrandläufer,1500
2022/11/02,2022,11,Autumn,DE-SH,Alpenstrandläufer,2
2022/11/02,2022,11,Autumn,DE-SH,Weißwangengans,128
2022/11/03,2022,11,Autumn,DE-SH,Weißwangengans,4
2022/11/03,2022,11,Autumn,DE-SH,Austernfischer,1
2022/11/03,2022,11,Autumn,DE-SH,Knutt,1
2022/11/03,2022,11,Autumn,DE-SH,Alpenstrandläufer,2
2022/11/04,2022,11,Autumn,DE-SH,Weißwangengans,0
2022/11/04,2022,11,Autumn,DE-SH,Ringelgans,2
2022/11/04,2022,11,Autumn,DE-SH,Alpenstrandläufer,12
2022/11/05,2022,11,Autumn,DE-SH,Weißwangengans,1000
2022/11/05,2022,11,Autumn,DE-SH,Ringelgans,76
2022/11/05,2022,11,Autumn,DE-SH,Austernfischer,0
2022/11/05,2022,11,Autumn,DE-SH,Alpenstrandläufer,0
2022/11/06,2022,11,Autumn,DE-SH,Weißwangengans,50
2022/11/06,2022,11,Autumn,DE-SH,Alpenstrandläufer,5
2022/11/06,2022,11,Autumn,DE-SH,Austernfischer,300
2022/11/07,2022,11,Autumn,DE-SH,Weißwangengans,0
2022/11/08,2022,11,Autumn,DE-SH,Alpenstrandläufer,1
2022/11/08,2022,11,Autumn,DE-SH,Austernfischer,2
2022/11/09,2022,11,Autumn,DE-SH,Weißwangengans,70
2022/11/09,2022,11,Autumn,DE-SH,Alpenstrandläufer,3
2022/11/09,2022,11,Autumn,DE-SH,Austernfischer,1
2022/11/10,2022,11,Autumn,DE-SH,Weißwangengans,55
2022/11/11,2022,11,Autumn,DE-SH,Weißwangengans,500
2022/11/11,2022,11,Autumn,DE-SH,Alpenstrandläufer,10
2022/11/11,2022,11,Autumn,DE-SH,Austernfischer,0
2022/11/12,2022,11,Autumn,DE-SH,Weißwangengans,1000
2022/11/12,2022,11,Autumn,DE-SH,Alpenstrandläufer,0
2022/11/12,2022,11,Autumn,DE-SH,Ringelgans,80
2022/11/12,2022,11,Autumn,DE-SH,Austernfischer,1500
2022/11/13,2022,11,Autumn,DE-SH,Weißwangengans,250
2022/11/15,2022,11,Autumn,DE-SH,Austernfischer,1
2022/11/19,2022,11,Autumn,DE-SH,Austernfischer,40
2022/11/19,2022,11,Autumn,DE-SH,Weißwangengans,2
2022/11/20,2022,11,Autumn,DE-SH,Weißwangengans,1
2022/11/26,2022,11,Autumn,DE-SH,Weißwangengans,3000
2022/11/26,2022,11,Autumn,DE-SH,Alpenstrandläufer,70
2022/11/26,2022,11,Autumn,DE-SH,Ringelgans,1
2022/11/26,2022,11,Autumn,DE-SH,Austernfischer,1000
2022/11/27,2022,11,Autumn,DE-SH,Weißwangengans,30
2023/03/01,2023,3,Spring,DE-SH,Austernfischer,2
2023/03/02,2023,3,Spring,DE-SH,Weißwangengans,0
2023/03/04,2023,3,Spring,DE-SH,Weißwangengans,500
2023/03/04,2023,3,Spring,DE-SH,Austernfischer,2
2023/03/04,2023,3,Spring,DE-SH,Alpenstrandläufer,5
2023/03/05,2023,3,Spring,DE-SH,Weißwangengans,0
2023/03/05,2023,3,Spring,DE-SH,Austernfischer,1
2023/03/05,2023,3,Spring,DE-SH,Alpenstrandläufer,11
2023/03/10,2023,3,Spring,DE-SH,Weißwangengans,10000
2023/03/10,2023,3,Spring,DE-SH,Austernfischer,3
2023/03/11,2023,3,Spring,DE-SH,Weißwangengans,15
2023/03/11,2023,3,Spring,DE-SH,Austernfischer,2
2023/03/11,2023,3,Spring,DE-SH,Alpenstrandläufer,20
2023/03/12,2023,3,Spring,DE-SH,Austernfischer,3
2023/03/12,2023,3,Spring,DE-SH,Ringelgans,4
2023/03/12,2023,3,Spring,DE-SH,Weißwangengans,600
2023/03/13,2023,3,Spring,DE-SH,Austernfischer,28
2023/03/16,2023,3,Spring,DE-SH,Austernfischer,0
2023/03/17,2023,3,Spring,DE-SH,Austernfischer,32
2023/03/17,2023,3,Spring,DE-SH,Weißwangengans,1
2023/03/18,2023,3,Spring,DE-SH,Austernfischer,2
2023/03/18,2023,3,Spring,DE-SH,Weißwangengans,0
2023/03/19,2023,3,Spring,DE-SH,Austernfischer,0
2023/03/20,2023,3,Spring,DE-SH,Weißwangengans,0
2023/03/20,2023,3,Spring,DE-SH,Austernfischer,2
2023/03/24,2023,3,Spring,DE-SH,Weißwangengans,7
2023/03/25,2023,3,Spring,DE-SH,Weißwangengans,5000
2023/03/25,2023,3,Spring,DE-SH,Austernfischer,2
2023/03/26,2023,3,Spring,DE-SH,Austernfischer,2
2023/03/26,2023,3,Spring,DE-SH,Weißwangengans,400
2023/03/27,2023,3,Spring,DE-SH,Austernfischer,0
2023/03/27,2023,3,Spring,DE-SH,Knutt,0
2023/03/27,2023,3,Spring,DE-SH,Alpenstrandläufer,0
2023/03/28,2023,3,Spring,DE-SH,Austernfischer,6
2023/03/28,2023,3,Spring,DE-SH,Weißwangengans,20
2023/03/29,2023,3,Spring,DE-SH,Ringelgans,2
2023/03/29,2023,3,Spring,DE-SH,Austernfischer,16
2023/03/29,2023,3,Spring,DE-SH,Alpenstrandläufer,1
2023/03/29,2023,3,Spring,DE-SH,Weißwangengans,0
2023/03/30,2023,3,Spring,DE-SH,Austernfischer,2
2023/03/31,2023,3,Spring,DE-SH,Austernfischer,2
